movieId,original_title,clean_title,year,tmdb_id,tmdb_title,overview,genres_tmdb,runtime,vote_average,vote_count,popularity,release_date,budget,revenue,cast,directors,producers
48,Pocahontas (1995),Pocahontas,1995,333323,Pocahontas,"Set in Colonial America, Pocahontas has become a story of historical value known and loved internationally, among children of all ages. The film tells the story of the first English settlers in Virginia and the Native Americans who lived there.  It highlights the very different values of the two civilisations and particularly their attitude and respect for the land. It's a culture shock story and, on a personal level, a love story",['Animation'],50,7.5,11,0.259,1995-10-16,0,0,"['Nickolas Grace', 'Lee Perry', 'Peter McAllum', 'Juliet Jordan']",['Ryszard Słapczyński'],"['David C. Field', 'Roz Phillips']"
49,When Night Is Falling (1995),When Night Is Falling,1995,8391,When Night Is Falling,"Camille is a professor at a Protestant college and is in a long-term relationship Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.","['Drama', 'Romance']",96,6.3,84,1.1128,1995-02-01,0,0,"['Pascale Bussières', 'Rachael Crawford', 'Henry Czerny', 'David Fox', 'Don McKellar', 'Tracy Wright', 'Clare Coulter', 'Karyne Steben', 'Sarah Steben', 'Jonathan Potts']",['Patricia Rozema'],['Barbara Tranter']
50,"Usual Suspects, The (1995)","Usual Suspects, The",1995,629,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","['Drama', 'Crime', 'Thriller']",106,8.174,10776,8.1132,1995-07-19,6000000,23300000,"['Stephen Baldwin', 'Gabriel Byrne', 'Benicio del Toro', 'Kevin Pollak', 'Kevin Spacey', 'Chazz Palminteri', 'Pete Postlethwaite', 'Suzy Amis', 'Giancarlo Esposito', 'Dan Hedaya']",['Bryan Singer'],"['Michael McDonnell', 'Bryan Singer']"
52,Mighty Aphrodite (1995),Mighty Aphrodite,1995,11448,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.","['Comedy', 'Romance']",95,6.7,710,1.3125,1995-09-13,15000000,26000000,"['Woody Allen', 'Mira Sorvino', 'Helena Bonham Carter', 'F. Murray Abraham', 'Donald Symington', 'Claire Bloom', 'Olympia Dukakis', 'Michael Rapaport', 'David Ogden Stiers', 'Jack Warden']",['Woody Allen'],['Robert Greenhut']
53,Lamerica (1994),Lamerica,1994,49133,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",['Drama'],112,7.1,60,0.2376,1994-09-09,0,0,"['Enrico Lo Verso', 'Michele Placido', 'Piro Milkani', 'Carmelo Di Mazzarelli', 'Elida Janushi', 'Sefer Pema', 'Idajet Sejdia', 'Marjeta Ljarja', 'Elida Ndreu', 'Ilir Ara']",['Gianni Amelio'],"['Mario Cecchi Gori', 'Vittorio Cecchi Gori']"
54,"Big Green, The (1995)","Big Green, The",1995,26441,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.","['Family', 'Comedy']",100,5.5,189,1.0625,1995-09-29,0,0,"[""Olivia d'Abo"", 'Steve Guttenberg', 'Chauncey Leopardi', 'Patrick Renna', 'Billy L. Sullivan', 'Bug Hall', 'Jessica Robertson', 'Anthony Esquivel', 'Jordan Brower', 'Jay O. Sanders']",['Holly Goldberg Sloan'],['Roger Birnbaum']
55,Georgia (1995),Georgia,1995,97406,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",['Drama'],115,5.795,44,0.1947,1995-05-19,0,1110974,"['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine', 'Max Perlich', 'John Doe', 'John C. Reilly', 'Jimmy Witherspoon', 'Jason Carter', 'Tom Bower', 'Smokey Hormel']",['Ulu Grosbard'],"['Jennifer Jason Leigh', 'Barbara Turner', 'Ulu Grosbard']"
57,Home for the Holidays (1995),Home for the Holidays,1995,9089,Home for the Holidays,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.","['Comedy', 'Drama', 'Romance']",103,6.3,183,0.7102,1995-11-02,20000000,22119269,"['Holly Hunter', 'Robert Downey Jr.', 'Anne Bancroft', 'Charles Durning', 'Dylan McDermott', 'Geraldine Chaplin', 'Steve Guttenberg', 'Cynthia Stevenson', 'Claire Danes', 'Emily Ann Lloyd']",['Jodie Foster'],"['Jodie Foster', 'Peggy Rajski']"
58,"Postman, The (Postino, Il) (1994)","Postman, The (Postino, Il)",1994,11010,The Postman,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,"['Comedy', 'Drama', 'Romance']",109,7.9,1165,1.1826,1994-04-07,3000000,33000000,"['Massimo Troisi', 'Philippe Noiret', 'Maria Grazia Cucinotta', 'Renato Scarpa', 'Linda Moretti', 'Mariano Rigillo', 'Anna Bonaiuto', 'Sergio Solli', 'Carlo Di Maio', 'Nando Neri']",['Michael Radford'],"['Mario Cecchi Gori', 'Vittorio Cecchi Gori', 'Gaetano Daniele']"
60,"Indian in the Cupboard, The (1995)","Indian in the Cupboard, The",1995,11359,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,"['Adventure', 'Family', 'Fantasy']",96,6.466,644,2.3306,1995-07-14,45000000,35700000,"['Hal Scardino', 'Litefoot', 'Lindsay Crouse', 'Richard Jenkins', 'Rishi Bhat', 'Steve Coogan', 'David Keith', 'Sakina Jaffrey', 'Vincent Kartheiser', 'Nestor Serrano']",['Frank Oz'],"['Kathleen Kennedy', 'Frank Marshall', 'Jane Startz']"
61,Eye for an Eye (1996),Eye for an Eye,1996,17182,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",['Thriller'],101,6.175,426,2.8624,1996-01-12,20000000,26877589,"['Sally Field', 'Kiefer Sutherland', 'Ed Harris', ""Beverly D'Angelo"", 'Charlayne Woodard', 'Joe Mantegna', 'Olivia Burnette', 'Alexandra Kyle', 'Keith David', 'Philip Baker Hall']",['John Schlesinger'],['Michael I. Levy']
62,Mr. Holland's Opus (1995),Mr. Holland's Opus,1995,2054,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.","['Drama', 'Music']",143,7.0,430,1.4923,1995-12-29,31000000,106300000,"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis', 'William H. Macy', 'Alicia Witt', 'Terrence Howard', 'Damon Whitaker', 'Jean Louisa Kelly', 'Alexandra Boyd']",['Stephen Herek'],"['Robert W. Cort', 'Ted Field', 'Michael Nolin']"
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?","['Comedy', 'Crime']",89,7.029,1392,6.9507,1996-01-12,3800000,20100000,"['Shawn Wayans', 'Marlon Wayans', 'Tracey Cherelle Jones', 'Chris Spencer', 'Vivica A. Fox', 'Lahmard J. Tate', ""Rappin' Granny"", 'Suli McCullough', 'Bernie Mac', 'Faizon Love']",['Paris Barclay'],"['Keenen Ivory Wayans', 'Eric L. Gold']"
64,Two if by Sea (1996),Two if by Sea,1996,19760,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.","['Comedy', 'Romance']",96,4.969,96,0.4069,1996-01-12,0,10658278,"['Sandra Bullock', 'Denis Leary', 'Yaphet Kotto', 'Stephen Dillane', 'Tracey Cherelle Jones', 'Julia Montgomery Brown', 'Jane Moffat', 'Mike Starr', 'Jonathan Tucker', 'Wayne Robson']",['Bill Bennett'],['James G. Robinson']
65,Bio-Dome (1996),Bio-Dome,1996,9536,Bio-Dome,"Bud and Doyle are a pair of aimless slackers with no real direction in life. While their environmentally-conscious girlfriends are passionate about saving the planet, the two couldn't care less. One day, they accidentally stumble into a high-stakes scientific experiment—a year-long mission in a sealed ""Bio-Dome"" with no contact with the outside world—and unwittingly become part of the project.",['Comedy'],95,4.52,379,1.3392,1996-01-12,8500000,13400000,"['Pauly Shore', 'Stephen Baldwin', 'William Atherton', 'Joey Lauren Adams', 'Teresa Hill', 'Henry Gibson', 'Kevin West', 'Denise Dowse', 'Dara Tomanovich', 'Rose McGowan']",['Jason Bloom'],"['Steven Stabler', 'Bradley Jenkel', 'Brad Krevoy']"
66,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,1996,11525,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.","['Science Fiction', 'Horror', 'Action', 'Thriller']",92,3.301,161,3.0939,1996-01-12,15000000,2409225,"['Patrick Bergin', 'Matt Frewer', ""Austin O'Brien"", 'Ely Pouget', 'Camille Cooper', 'Patrick LaBrecque', 'Crystal Celeste Grant', 'Sean P. Young', 'Mathew Valencia', 'Kevin Conway']",['Farhad Mann'],"['Keith Fox', 'Edward Simons']"
68,French Twist (Gazon maudit) (1995),French Twist (Gazon maudit),1995,4482,French Twist,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.","['Comedy', 'Romance']",95,6.067,312,0.7314,1995-01-18,0,0,"['Victoria Abril', 'Josiane Balasko', 'Alain Chabat', 'Ticky Holgado', 'Catherine Hiegel', 'Catherine Samie', 'Catherine Lachens', 'Katrine Boorman', 'Véronique Barrault', 'Telsche Boorman']",['Josiane Balasko'],['Pierre Grunstein']
69,Friday (1995),Friday,1995,10634,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.","['Comedy', 'Drama']",91,7.125,1898,5.5117,1995-04-26,3500000,28215918,"['Ice Cube', 'Chris Tucker', 'Nia Long', 'Tommy Lister Jr.', 'John Witherspoon', 'Anna Maria Horsford', 'Regina King', 'Paula Jai Parker', 'Faizon Love', 'DJ Pooh']",['F. Gary Gray'],['Patricia Charbonnet']
70,From Dusk Till Dawn (1996),From Dusk Till Dawn,1996,755,From Dusk Till Dawn,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.","['Horror', 'Action', 'Thriller', 'Crime']",108,7.027,6138,5.5202,1996-01-19,19000000,25800000,"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu', 'Salma Hayek Pinault', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson']",['Robert Rodriguez'],"['Gianni Nunnari', 'Meir Teper']"
71,Fair Game (1995),Fair Game,1995,11859,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",['Action'],91,5.119,311,1.5603,1995-11-03,50000000,11500000,"['William Baldwin', 'Cindy Crawford', 'Steven Berkoff', 'Christopher McDonald', 'Miguel Sandoval', 'Johann Carlo', 'Salma Hayek Pinault', 'John Bedford Lloyd', 'Jenette Goldstein', 'Paul Dillon']",['Andrew Sipes'],['Joel Silver']
72,Kicking and Screaming (1995),Kicking and Screaming,1995,28387,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.","['Comedy', 'Drama', 'Romance']",96,6.191,220,0.6907,1995-10-06,0,718490,"['Josh Hamilton', ""Olivia d'Abo"", 'Chris Eigeman', 'Parker Posey', 'Jason Wiles', 'Cara Buono', 'Carlos Jacott', 'Elliott Gould', 'Eric Stoltz', 'Samuel Gould']",['Noah Baumbach'],['Joel Kastelberg']
73,"Misérables, Les (1995)","Misérables, Les",1995,48750,Les Miserables,"In France during World War II, a poor and illiterate man, Henri Fortin, is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.","['Drama', 'History']",175,6.698,81,0.5958,1995-03-22,0,0,"['Jean-Paul Belmondo', 'Michel Boujenah', 'Alessandra Martines', 'Salomé Lelouch', 'Annie Girardot', 'Philippe Léotard', 'Philippe Khorsand', 'Ticky Holgado', 'Rufus', 'Nicole Croisille']",['Claude Lelouch'],['Claude Lelouch']
74,Bed of Roses (1996),Bed of Roses,1996,20927,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.","['Drama', 'Romance']",87,5.876,117,0.5435,1996-01-26,0,19030691,"['Christian Slater', 'Mary Stuart Masterson', 'Pamela Adlon', 'Josh Brolin', 'Brian Tarantina', 'Debra Monk', 'Mary Alice', 'Kenneth Cranham', 'Ally Walker', 'Anne Pitoniak']",['Michael Goldenberg'],"['Denise Shaw', 'Allan Mindel']"
75,Big Bully (1996),Big Bully,1996,36929,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",['Comedy'],90,4.547,75,0.7819,1996-01-26,15000000,2042530,"['Rick Moranis', 'Tom Arnold', 'Julianne Phillips', 'Carol Kane', 'Jeffrey Tambor', 'Curtis Armstrong', 'Don Knotts', 'Doug Abrahams', 'Faith Prince', 'Tony Pierce']",['Steve Miner'],"['Gary Foster', 'James G. Robinson', 'Lee Rich']"
76,Screamers (1995),Screamers,1995,9102,Screamers,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.","['Horror', 'Science Fiction', 'War']",108,6.212,553,1.0653,1995-09-08,20000000,5781885,"['Peter Weller', 'Jennifer Rubin', 'Roy Dupuis', 'Andrew Lauer', 'Liliana Komorowska', 'Michael Caloz', 'Jason Cavalier', 'Ron White', 'Leni Parker', 'Sylvain Massé']",['Christian Duguay'],"['Tom Berry', 'Franco Battista']"
77,Nico Icon (1995),Nico Icon,1995,124626,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",['Documentary'],70,7.5,10,0.2737,1995-09-08,0,0,"['Nico', 'Tina Aumont', 'Christian Aaron Boulogne', 'Jackson Browne', 'John Cale', 'Danny Fields', 'Jonas Mekas', 'Paul Morrissey', 'Billy Name', 'Viva']",['Susanne Ofteringer'],[]
78,"Crossing Guard, The (1995)","Crossing Guard, The",1995,27526,The Crossing Guard,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.","['Drama', 'Thriller']",111,6.0,269,0.862,1995-01-26,0,0,"['Jack Nicholson', 'David Morse', 'Anjelica Huston', 'Robin Wright', 'Piper Laurie', 'Richard Bradford', 'Priscilla Barnes', 'David Baerwald', 'Robbie Robertson', 'John Savage']",['Sean Penn'],"['Sean Penn', 'David Hamburger']"
79,"Juror, The (1996)","Juror, The",1996,9623,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.","['Thriller', 'Crime', 'Drama']",118,5.6,406,1.592,1996-02-02,44000000,22754725,"['Demi Moore', 'Alec Baldwin', 'Joseph Gordon-Levitt', 'Anne Heche', 'James Gandolfini', 'Lindsay Crouse', 'Tony Lo Bianco', 'Michael Constantine', 'Matt Craven', 'Todd Susman']",['Brian Gibson'],"['Rob Cowan', 'Irwin Winkler']"
80,"White Balloon, The (Badkonake sefid) (1995)","White Balloon, The (Badkonake sefid)",1995,46785,The White Balloon,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,"['Drama', 'Family']",85,7.5,96,0.433,1995-01-02,0,0,"['Aida Mohammadkhani', 'Mohsen Kafili', 'Fereshteh Sadr Orafaee', 'Anna Borkowska', 'Mohammad Shahani', 'Mohammad Bakhtiar', 'Aliasghar Smadi', 'Hamidreza Tahery', 'Asghar Barzegar', 'Hasan Neamotolahi']",['Jafar Panahi'],['Kurosh Mazkouri']
81,Things to Do in Denver When You're Dead (1995),Things to Do in Denver When You're Dead,1995,400,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,"['Drama', 'Crime']",116,6.438,400,1.1578,1995-12-01,8000000,529766,"['Andy García', 'Christopher Lloyd', 'William Forsythe', 'Bill Nunn', 'Treat Williams', 'Jack Warden', 'Steve Buscemi', 'Fairuza Balk', 'Gabrielle Anwar', 'Christopher Walken']",['Gary Fleder'],['Cary Woods']
82,Antonia's Line (Antonia) (1995),Antonia's Line (Antonia),1995,880,Antonia's Line,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.","['Drama', 'Comedy']",102,7.0,130,0.712,1995-09-21,900000,0,"['Willeke van Ammelrooy', 'Els Dottermans', 'Dora van der Groen', 'Veerle van Overloop', 'Carolien Spoor', 'Esther Vriesendorp', 'Thyrza Ravesteijn', 'Mil Seghers', 'Jan Decleir', 'Elsie de Brauw']",['Marleen Gorris'],"['Gerard Cornelisse', 'Hans de Weers', 'Hans de Wolf']"
83,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,1995,146599,Once Upon a Time... When We Were Colored,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,"['Romance', 'Drama']",115,4.2,4,0.1593,1996-01-26,0,0,"['Al Freeman Jr.', 'Phylicia Rashād', 'Paula Kelly', 'Salli Richardson-Whitfield', 'Anna Maria Horsford', 'Bernie Casey', 'Isaac Hayes', 'Ray J', 'Polly Bergen', 'Taj Mahal']",['Tim Reid'],[]
85,Angels and Insects (1995),Angels and Insects,1995,8447,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.","['Drama', 'Romance']",118,6.3,51,0.5097,1995-09-10,0,0,"['Mark Rylance', 'Kristin Scott Thomas', 'Patsy Kensit', 'Jeremy Kemp', 'Douglas Henshall', 'Annette Badland', 'Chris Larkin', 'Anna Massey']",['Philip Haas'],"['Kerry Orent', 'Belinda Haas', 'Joyce Herlihy']"
86,White Squall (1996),White Squall,1996,10534,White Squall,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.","['Drama', 'Adventure']",129,6.3,376,1.4496,1996-02-02,38000000,10300000,"['Jeff Bridges', 'Caroline Goodall', 'John Savage', 'Scott Wolf', 'Jeremy Sisto', 'Ryan Phillippe', 'David Lascher', 'Eric Michael Cole', 'Jason Marsden', 'David Selby']",['Ridley Scott'],"['Mimi Polk Gitlin', 'Rocky Lang']"
87,Dunston Checks In (1996),Dunston Checks In,1996,17414,Dunston Checks In,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!","['Family', 'Comedy', 'Adventure']",88,5.375,232,0.8851,1996-01-12,16000000,0,"['Sam the Orangutan', 'Jason Alexander', 'Faye Dunaway', 'Rupert Everett', 'Graham Sack', 'Paul Reubens', 'Glenn Shadix', 'Nathan Davis', 'Jennifer Bassey', 'Eric Lloyd']",['Ken Kwapis'],"['Joe Wizan', 'Todd Black']"
88,Black Sheep (1996),Black Sheep,1996,13997,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",['Comedy'],87,6.066,425,1.0367,1996-02-01,32400000,32000000,"['Chris Farley', 'David Spade', 'Tim Matheson', 'Gary Busey', 'Chris Owen', 'Bruce McGill', 'Boyd Banks', 'Grant Heslov', 'David St. James', 'Timothy Carhart']",['Penelope Spheeris'],['Lorne Michaels']
89,Nick of Time (1995),Nick of Time,1995,2086,Nick of Time,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,"['Thriller', 'Crime', 'Action']",89,6.235,750,1.3183,1995-11-22,33000000,8175346,"['Johnny Depp', 'Courtney Chase', 'Charles S. Dutton', 'Christopher Walken', 'Roma Maffia', 'Peter Strauss', 'Gloria Reuben', 'Marsha Mason', 'Miguel Nájera', 'Bill Smitrovich']",['John Badham'],['John Badham']
92,Mary Reilly (1996),Mary Reilly,1996,9095,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.","['Drama', 'Horror', 'Thriller']",104,5.791,327,1.0657,1996-02-23,47000000,12379402,"['Julia Roberts', 'John Malkovich', 'George Cole', 'Michael Gambon', 'Glenn Close', 'Kathy Staff', 'Michael Sheen', 'Bronagh Gallagher', 'Linda Bassett', 'Ciarán Hinds']",['Stephen Frears'],"['Norma Heyman', 'Nancy Graham Tanen', 'Ned Tanen']"
93,Vampire in Brooklyn (1995),Vampire in Brooklyn,1995,12158,Vampire in Brooklyn,"Detective Rita Veder is assigned to a baffling serial murder case. After examining the crime scene — a corpse-filled ship found adrift at sea — she meets Maximilian, a smooth-talking Caribbean playboy determined to romance her.","['Comedy', 'Horror', 'Romance', 'Fantasy']",102,5.089,598,0.813,1995-10-26,14000000,19800000,"['Angela Bassett', 'Eddie Murphy', 'Allen Payne', 'Kadeem Hardison', 'John Witherspoon', 'Zakes Mokae', 'Joanna Cassidy', 'Jerry Hall', 'Simbi Khali', 'Vickilyn Reynolds']",['Wes Craven'],"['Mark Lipsky', 'Eddie Murphy']"
94,Beautiful Girls (1996),Beautiful Girls,1996,9283,Beautiful Girls,"During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.","['Comedy', 'Drama', 'Romance']",112,6.6,374,1.4017,1996-02-09,16000000,27000000,"['Timothy Hutton', 'Matt Dillon', 'Noah Emmerich', 'Annabeth Gish', 'Lauren Holly', 'Uma Thurman', 'Mira Sorvino', 'Michael Rapaport', ""Rosie O'Donnell"", 'Pruitt Taylor Vince']",['Ted Demme'],['Cary Woods']
95,Broken Arrow (1996),Broken Arrow,1996,9208,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","['Action', 'Thriller']",108,6.1,1577,2.2708,1996-02-09,50000000,150300000,"['John Travolta', 'Christian Slater', 'Samantha Mathis', 'Delroy Lindo', 'Frank Whaley', 'Bob Gunton', 'Howie Long', 'Jack Thompson', 'Kurtwood Smith', 'Vondie Curtis-Hall']",['John Woo'],"['Bill Badalato', 'Terence Chang', 'Mark Gordon']"
96,In the Bleak Midwinter (1995),In the Bleak Midwinter,1995,40154,In the Bleak Midwinter,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",['Comedy'],99,7.085,41,0.6553,1995-09-29,0,0,"['Michael Maloney', 'Richard Briers', 'Joan Collins', 'Nicholas Farrell', 'Julia Sawalha', 'Celia Imrie', 'John Sessions', 'Jennifer Saunders', 'Gerard Horan', 'Mark Hadfield']",['Kenneth Branagh'],['David Barron']
97,"Hate (Haine, La) (1995)","Hate (Haine, La)",1995,406,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",['Drama'],98,8.085,4252,5.0168,1995-05-31,2600000,15300000,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili', 'Solo', 'Joseph Momo', 'Héloïse Rauth', 'Rywka Wajsbrot', 'Olga Abrego', 'Laurent Labasse']",['Mathieu Kassovitz'],['Christophe Rossignon']
