index,movieId,tmdb_title
1021,6963,Devil's Playground
1022,6965,Journeys with George
1023,6966,Darkman
1024,6967,Dead of Night
1025,6969,The Last Battle
1026,6970,Desk Set
1027,6971,Europa
1028,6973,Final Analysis
1029,6974,The Freshman
1030,6975,Funny Games
1031,6978,Slacker
1032,6979,WarGames
1033,6981,Ordet
1034,6982,Forbidden Games
1035,6983,Jane Eyre
1036,6984,A Tale of Two Cities
1037,6985,The Passion of Joan of Arc
1038,6986,Ben-Hur: A Tale of the Christ
1039,6987,The Cabinet of Dr. Caligari
1040,6989,Gorky Park
1041,6990,The First Great Train Robbery
1042,6992,Guarding Tess
1043,6993,Hannah and Her Sisters
1044,6994,The Hard Way
1045,6996,Highlander II: The Quickening
1046,6997,Hoffa
1047,6998,House of Cards
1048,6999,Housesitter
1049,7000,Hudson Hawk
1050,7001,Invasion of the Body Snatchers
1051,7004,Kindergarten Cop
1052,7005,King Ralph
1053,7007,The Last Boy Scout
1054,7008,Last Tango in Paris
1055,7009,Lorenzo's Oil
1056,7010,The Lover
1057,7012,Mr. Destiny
1058,7013,The Night of the Hunter
1059,7015,Only the Lonely
1060,7016,Over the Top
1061,7017,Passenger 57
1062,7018,Presumed Innocent
1063,7019,Project X
1064,7020,Proof
1065,7022,Battle Royale
1066,7023,The Wedding Banquet
1067,7024,"Salò, or the 120 Days of Sodom"
1068,7025,A Midnight Clear
1069,7026,Summer School
1070,7027,Silverado
1071,7028,Quick Change
1072,7030,Radio Flyer
1073,7031,The Real McCoy
1074,7032,Revenge
1075,7034,Show Me Love
1076,7036,Teen Wolf
1077,7037,High Heels
1078,7038,Things You Can Tell Just by Looking at Her
1079,7040,To Live and Die in L.A.
1080,7041,Trapped in Paradise
1081,7044,Wild at Heart
1082,7045,The Witches
1083,7046,The Witches of Eastwick
1084,7047,Year of the Dragon
1085,7048,Nothing to Lose
1086,7049,Flying Down to Rio
1087,7050,Follow the Fleet
1088,7051,What's New Pussycat?
1089,7052,Mary of Scotland
1090,7053,Roberta
1091,7054,Little Women
1092,7055,Swing Time
1093,7056,The Public Enemy
1094,7057,A Midsummer Night's Dream
1095,7058,Life with Father
1096,7059,National Velvet
1097,7060,Jesus Christ Superstar
1098,7061,Dark Victory
1099,7062,Birdman of Alcatraz
1100,7063,"Aguirre, the Wrath of God"
1101,7064,Beauty and the Beast
1102,7065,The Birth of a Nation
1103,7067,Juliet of the Spirits
1104,7070,Red River
1105,7071,A Woman Under the Influence
1106,7072,Stagecoach
1107,7073,A Shot in the Dark
1108,7074,The Navigator
1109,7075,The Court Jester
1110,7076,Bullitt
1111,7078,Jezebel
1112,7079,The Hunchback of Notre Dame
1113,7080,42nd Street
1114,7082,That Touch of Mink
1115,7083,Sweet Dreams
1116,7084,"Play It Again, Sam"
1117,7085,Send Me No Flowers
1118,7086,Pygmalion
1119,7087,A Passage to India
1120,7088,Black Orpheus
1121,7089,Amarcord
1122,7090,Hero
1123,7091,Horse Feathers
1124,7092,Anna Karenina
1125,7093,The Front Page
1126,7096,Rivers and Tides
1127,7099,Nausicaä of the Valley of the Wind
1128,7101,Doc Hollywood
1129,7102,Dragnet
1130,7103,MadHouse
1131,7104,1941
1132,7107,Foul Play
1133,7108,Crime Story
1134,7109,Beyond the Clouds
1135,7114,The Collector
1136,7115,Deep Red
1137,7116,Diabolique
1138,7117,Leprechaun
1139,7118,Royal Space Force - The Wings of Honneamise
1140,7121,Adam's Rib
1141,7122,King of Hearts
1142,7123,Naked Lunch
1143,7124,Grass
1144,7125,Spring Forward
1145,7127,Run
1146,7131,A Summer Place
1147,7132,A Night at the Opera
1148,7134,Ennenstadt Europa – The Making of The Element of Crime
1149,7137,The Cooler
1150,7139,In America
1151,7141,My Flesh and Blood
1152,7142,Honey
1153,7143,The Last Samurai
1154,7147,Big Fish
1155,7149,Something's Gotta Give
1156,7150,Stuck on You
1157,7151,Girl with a Pearl Earring
1158,7153,The Lord of the Rings: The Return of the King
1159,7154,Mona Lisa Smile
1160,7155,Calendar Girls
1161,7156,The Fog of War
1162,7158,House of Sand and Fog
1163,7160,Monster
1164,7161,Cheaper by the Dozen
1165,7162,Cold Mountain
1166,7163,Paycheck
1167,7164,Peter Pan
1168,7165,Playing 'In the Company of Men'
1169,7167,Japanese Story
1170,7169,Chasing Liberty
1171,7171,Aileen: Life and Death of a Serial Killer
1172,7173,Along Came Polly
1173,7175,Torque
1174,7177,Osama
1175,7178,The Great Gatsby
1176,7179,Wuthering Heights
1177,7181,Ship of Fools
1178,7184,This Property Is Condemned
1179,7190,Jane Eyre
1180,7191,Blame It on the Bellboy
1181,7192,Only the Strong
1182,7193,The Adventures of Ford Fairlane
1183,7202,Beyond Re-Animator
1184,7205,The Wind and the Lion
1185,7206,Mon Oncle
1186,7208,Dr. Jekyll and Mr. Hyde
1187,7209,Monsieur Hulot's Holiday
1188,7211,People Will Talk
1189,7212,I Was a Male War Bride
1190,7215,To Have and Have Not
1191,7216,High Sierra
1192,7217,Dark Passage
1193,7218,The Ox-Bow Incident
1194,7219,They Drive by Night
1195,7223,D.O.A.
1196,7225,Pumping Iron
1197,7228,Cool World
1198,7234,La Strada
1199,7235,Ichi the Killer
1200,7236,A Boy and His Dog
1201,7238,Ashes and Diamonds
1202,7243,Intolerance: Love's Struggle Throughout the Ages
1203,7245,Tormented
1204,7247,Chitty Chitty Bang Bang
1205,7251,Where the Day Takes You
1206,7254,The Butterfly Effect
1207,7255,Win a Date with Tad Hamilton!
1208,7256,Touching the Void
1209,7257,The Big Bounce
1210,7258,The Perfect Score
1211,7259,You Got Served
1212,7260,Latter Days
1213,7261,Barbershop 2: Back in Business
1214,7262,Catch That Kid
1215,7263,Miracle
1216,7264,An Amazing Couple
1217,7265,The Dreamers
1218,7282,Da Hip Hop Witch
1219,7285,Thirteen
1220,7292,Best Defense
1221,7293,50 First Dates
1222,7294,Welcome to Mooseport
1223,7297,Kitchen Stories
1224,7299,Monsieur Ibrahim
1225,7301,Diary of a Country Priest
1226,7302,The Thief of Bagdad
1227,7303,The Diary of Anne Frank
1228,7304,Allegro non troppo
1229,7305,Black Widow
1230,7306,Herod's Law
1231,7307,Guinea Pig Part 2: Flower of Flesh and Blood
1232,7308,King Solomon's Mines
1233,7310,Raw Deal
1234,7311,"Goodbye, Mr. Chips"
1235,7312,"Follow Me, Boys!"
1236,7315,Against the Ropes
1237,7316,Confessions of a Teenage Drama Queen
1238,7317,EuroTrip
1239,7318,The Passion of the Christ
1240,7319,Club Dread
1241,7320,Dirty Dancing: Havana Nights
1242,7321,Twisted
1243,7323,"Good Bye, Lenin!"
1244,7324,Hidalgo
1245,7325,Starsky & Hutch
1246,7326,The Reckoning
1247,7327,Persona
1248,7328,The Passion of Anna
1249,7333,The Black Raven
1250,7335,Pickup on South Street
1251,7336,The Damned
1252,7340,Just One of the Guys
1253,7344,The Wrong Arm of the Law
1254,7345,Agent Cody Banks 2: Destination London
1255,7346,The Girl Next Door
1256,7347,Secret Window
1257,7348,Spartan
1258,7349,Broken Wings
1259,7352,Wilbur Wants to Kill Himself
1260,7354,Mad Dog and Glory
1261,7357,Peyton Place
1262,7360,Dawn of the Dead
1263,7361,Eternal Sunshine of the Spotless Mind
1264,7362,Taking Lives
1265,7364,Intermission
1266,7366,Jersey Girl
1267,7367,The Ladykillers
1268,7368,Never Die Alone
1269,7369,Scooby-Doo 2: Monsters Unleashed
1270,7371,Dogville
1271,7372,Ned Kelly
1272,7373,Hellboy
1273,7375,The Prince & Me
1274,7376,Walking Tall
1275,7377,The United States of Leland
1276,7379,The Alamo
1277,7380,Ella Enchanted
1278,7381,The Whole Ten Yards
1279,7382,I'm Not Scared
1280,7386,The Ten Commandments
1281,7387,Dawn of the Dead
1282,7390,Prey for Rock & Roll
1283,7394,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes
1284,7395,Cheaper by the Dozen
1285,7411,Munchies
1286,7414,Going in Style
1287,7419,After Hours
1288,7438,Kill Bill: Vol. 2
1289,7439,The Punisher
1290,7440,Paper Clips
1291,7443,This So-Called Disaster
1292,7444,13 Going on 30
1293,7445,Man on Fire
1294,7448,Envy
1295,7449,Godsend
1296,7450,Laws of Attraction
1297,7451,Mean Girls
1298,7454,Van Helsing
1299,7455,The Mudge Boy
1300,7457,Breakin' All the Rules
1301,7458,Troy
1302,7459,Carandiru
1303,7460,Coffee and Cigarettes
1304,7477,D-Tox
1305,7479,Watch on the Rhine
1306,7481,Enemy Mine
1307,7482,Enter the Dragon
1308,7487,Henry & June
1309,7492,Martin
1310,7493,The Three Faces of Eve
1311,7541,100 Girls
1312,7560,Fail Safe
1313,7561,Paperhouse
1314,7562,Dobermann
1315,7564,Kwaidan
1316,7566,28 Up
1317,7569,You Only Live Twice
1318,7570,Octopussy
1319,7572,Wit
1320,7573,Never Say Never Again
1321,7579,Pride and Prejudice
1322,7581,The Fountainhead
1323,7584,Woman of the Year
1324,7587,Le Samouraï
1325,7614,Oklahoma!
1326,7615,Desert Hearts
1327,7616,Body Double
1328,7618,Chaplin
1329,7619,The Miracle Worker
1330,7620,Monster in a Box
1331,7624,School Ties
1332,7636,Raising Cain
1333,7647,Noises Off...
1334,7649,Babylon 5: In the Beginning
1335,7657,Versus
1336,7669,Pride and Prejudice: From Page to Screen
1337,7698,The China Syndrome
1338,7700,The Wages of Fear
1339,7701,Look Who's Talking Too
1340,7702,The Bells of St. Mary's
1341,7704,The Delta Force
1342,7705,Pat and Mike
1343,7706,Animal Crackers
1344,7707,"He Said, She Said"
1345,7708,Bedazzled
1346,7713,Cat People
1347,7714,Camelot
1348,7716,The Lonely Guy
1349,7720,The Four Charlots Musketeers
1350,7727,Protocol
1351,7728,The Postman Always Rings Twice
1352,7730,Matinee
1353,7742,Baxter
1354,7743,Explorers
1355,7748,Pierrot le Fou
1356,7753,Tuesdays with Morrie
1357,7756,Alexander Nevsky
1358,7757,Jason and the Argonauts
1359,7766,Throne of Blood
1360,7767,The Best of Youth
1361,7772,Undercurrent
1362,7773,Bang Bang You're Dead
1363,7782,Sniper
1364,7786,Genghis Blues
1365,7789,11’09”01—September 11: India
1366,7792,The Parallax View
1367,7802,The Warriors
1368,7810,Babylon 5: A Call to Arms
1369,7811,Babylon 5: The River of Souls
1370,7812,Babylon 5: Thirdspace
1371,7815,True Stories
1372,7820,The Virgin Spring
1373,7822,Mogambo
1374,7826,The Secret Life of Walter Mitty
1375,7831,Another Thin Man
1376,7832,The Thin Man Goes Home
1377,7833,Shadow of the Thin Man
1378,7834,After the Thin Man
1379,7835,Song of the Thin Man
1380,7839,Love Crazy
1381,7840,Gunga Din
1383,7843,Lammbock
1384,7844,The Legend
1385,7845,Tremors 2: Aftershocks
1386,7846,Tremors 3: Back to Perfection
1387,7879,Margaret Cho: Notorious C.H.O.
1388,7882,The Plague of the Zombies
1389,7883,I Walked with a Zombie
1390,7884,Highway 61
1391,7888,How to Succeed in Business Without Really Trying
1392,7889,Pat Garrett & Billy the Kid
1393,7891,The Last Man on Earth
1394,7894,"Duck, You Sucker"
1395,7895,Bring Me the Head of Alfredo Garcia
1396,7896,Ride the High Country
1397,7900,Frankenstein Must Be Destroyed
1398,7916,Gidget
1399,7920,Desperate Living
1400,7924,Stray Dog
1401,7925,The Hidden Fortress
1402,7926,High and Low
1403,7930,The People Under the Stairs
1404,7932,Dark Days
1405,7934,Zelig
1406,7936,Shame
1407,7937,The Silence
1408,7938,Winter Light
1409,7939,Through a Glass Darkly
1410,7940,The Magician
1411,7943,The Killers
1412,7944,The Night of the Iguana
1413,7951,Nightbreed
1414,7976,Ken Park
1415,7979,Monterey Pop
1416,7980,A Bridge Too Far
1417,7981,Infernal Affairs
1418,7982,A Tale of Two Sisters
1419,7983,Broadway Danny Rose
1420,7984,From Beyond
1421,7986,Robot Jox
1422,7987,Dolls
1423,7988,Space Truckers
1424,7991,Death Race 2000
1425,7993,A Bucket of Blood
1426,8008,Brigadoon
1427,8010,The Power of One
1428,8011,The Weather Underground
1429,8012,Kikujiro
1430,8014,"Spring, Summer, Fall, Winter... and Spring"
1431,8015,The Phantom Tollbooth
1432,8016,The Getaway
1433,8019,Dark Water
1434,8024,The Thing Called Love
1435,8025,Doraemons: The Puzzling Challenge Letter of the Mysterious Thief Dorapan
1436,8033,How to Steal a Million
1437,8035,The Stendhal Syndrome
1438,8042,Mean Streets
1439,8043,Jack the Bear
1440,8044,I Am a Fugitive from a Chain Gang
1441,8045,Hamburger Hill
1442,8057,Sweet Bird of Youth
1443,8092,Frankenstein Unbound
1444,8093,Shiri
1445,8094,Bad Day at Black Rock
1446,8117,In China They Eat Dogs
1447,8118,Delta Force 2: The Colombian Connection
1448,8119,Crossroads
1449,8121,Seducing Doctor Lewis
1450,8125,Sunrise: A Song of Two Humans
1451,8126,Shock Corridor
1452,8128,Au Revoir les Enfants
1453,8131,Pursuit of Happiness
1454,8132,Gladiator
1455,8136,Indestructible Man
1456,8137,The Wasp Woman
1457,8138,Attack of the Giant Leeches
1458,8142,Dead or Alive
1459,8143,Lola Montès
1460,8147,Charly
1461,8153,Lust for Life
1462,8154,La Dolce Vita
1463,8158,Rush
1464,8167,Captain Blood
1465,8169,*batteries not included
1466,8183,Educating Rita
1467,8188,Sansho the Bailiff
1468,8189,Zazie dans le Métro
1469,8190,The Americanization of Emily
1470,8191,Anne of the Thousand Days
1471,8195,L'Avventura
1472,8196,Beyond the Valley of the Dolls
1473,8197,Hiroshima Mon Amour
1474,8199,Ugetsu
1475,8207,The Day of the Jackal
1476,8225,Night of the Living Dead
1477,8232,I Love You Again
1478,8235,Safety Last!
1479,8236,While the City Sleeps
1480,8238,Little Murders
1481,8239,Viridiana
1482,8241,Masterminds
1483,8253,Lupin the Third: The Castle of Cagliostro
1484,8254,Arizona Dream
1485,8261,3 Women
1486,8264,Grey Gardens
1487,8266,Purple Rain
1488,8268,Point of No Return
1489,8270,The Hairdresser's Husband
1490,8275,College
1491,8290,Mitchell
1492,8293,Used People
1493,8302,The Front Page
1494,8327,Dolls
1495,8331,The Man Who Came to Dinner
1496,8335,Make Way for Tomorrow
1497,8336,The Major and the Minor
1498,8337,The Caine Mutiny
1499,8338,Black Narcissus
1500,8340,Escape from Alcatraz
1501,8341,Oliver Twist
1502,8360,Shrek 2
1503,8361,The Day After Tomorrow
1504,8362,Raising Helen
1505,8363,Soul Plane
1506,8364,Baadasssss!
1507,8366,Saved!
1508,8368,Harry Potter and the Prisoner of Azkaban
1509,8369,Mindhunters
1510,8370,Zatoichi
1511,8371,The Chronicles of Riddick
1512,8372,Garfield
1513,8373,The Stepford Wives
1514,8375,The Hunting of the President
1515,8376,Napoleon Dynamite
1516,8378,The Doctor
1517,8379,The Dresser
1518,8380,Father Hood
1519,8382,Hello Again
1520,8383,Hope Springs
1521,8385,Lover Come Back
1522,8387,Police Academy: Mission to Moscow
1523,8391,Big Wednesday
1524,8402,Book of Love
1525,8405,Hour of the Wolf
1526,8410,Suddenly
1527,8424,The Divorcee
1528,8425,Meet the Applegates
1529,8427,Americathon
1530,8446,Sands of Iwo Jima
1531,8447,This Island Earth
1532,8450,Anthony Adverse
1533,8451,Blackboard Jungle
1534,8454,Luna Papa
1535,8456,Investigation of a Citizen Above Suspicion
1536,8458,To Each His Own
1537,8459,The Heiress
1538,8461,Dragon Seed
1539,8462,Executive Suite
1540,8463,Johnny Belinda
1541,8464,Super Size Me
1542,8465,Johnny Eager
1543,8477,La Jetée
1544,8481,Northwest Passage
1545,8482,The Picture of Dorian Gray
1546,8484,The Human Condition I: No Greater Love
1547,8487,Please Don't Eat the Daisies
1548,8491,White Heat
1549,8492,Scrooge
1550,8493,Memphis Belle
1551,8494,The Cincinnati Kid
1552,8495,Animal Factory
1553,8500,Godzilla vs. Mechagodzilla
1554,8501,The Hitcher
1555,8502,Show Boat
1556,8506,Fear X
1557,8507,Freaks
1558,8511,The Immigrant
1559,8512,Silent Movie
1560,8518,Anna Christie
1561,8521,Dr. Jekyll and Mr. Hyde
1562,8526,Around the World in 80 Days
1563,8528,DodgeBall: A True Underdog Story
1564,8529,The Terminal
1565,8530,Dear Frankie
1566,8531,White Chicks
1567,8532,The Door in the Floor
1568,8533,The Notebook
1569,8534,Two Brothers
1570,8535,De-Lovely
1571,8542,A Day at the Races
1572,8571,Bob & Carol & Ted & Alice
1573,8574,Claymation Christmas Celebration
1574,8577,Comandante
1575,8578,Undead
1576,8580,Into the Woods
1577,8581,Pirates of Silicon Valley
1578,8582,Manufacturing Consent: Noam Chomsky and the Media
1579,8587,Mayor of the Sunset Strip
1580,8588,Killing Me Softly
1581,8591,The Philadelphia Experiment
1582,8593,Juice
1583,8596,Revenge of the Pink Panther
1584,8600,Angels with Dirty Faces
1585,8601,Zero for Conduct
1586,8604,Taxi
1587,8605,Taxi 3
1588,8607,Tokyo Godfathers
1589,8609,Our Hospitality
1590,8610,All of Me
1591,8611,The Farmer's Daughter
1592,8614,Overboard
1593,8617,BUtterfield 8
1594,8620,The Exterminating Angel
1595,8622,Fahrenheit 9/11
1596,8623,Roxanne
1597,8626,Dr. Terror's House of Horrors
1598,8632,Secret Society
1599,8633,The Last Starfighter
1600,8636,Spider-Man 2
1601,8638,Before Sunset
1602,8640,King Arthur
1603,8641,Anchorman: The Legend of Ron Burgundy
1604,8643,A Cinderella Story
1605,8644,"I, Robot"
1606,8645,Maria Full of Grace
1607,8650,Long Day's Journey Into Night
1608,8656,A Short Film About Killing
1609,8665,The Bourne Supremacy
1610,8666,Catwoman
1611,8667,A Home at the End of the World
1612,8670,The Testament of Dr. Mabuse
1613,8677,Flash Gordon Conquers the Universe
1614,8684,A Man Escaped
1615,8685,The Miracle of Marcelino
1616,8690,Slaughterhouse-Five
1617,8695,The Bachelor and the Bobby-Soxer
1618,8711,Mr. Blandings Builds His Dream House
1619,8712,My Favorite Wife
1620,8713,The New Adventures of Pippi Longstocking
1621,8714,Night and Day
1622,8718,The Snake Pit
1623,8720,The Super
1624,8724,The Leopard
1625,8727,The Day of the Locust
1626,8730,To End All Wars
1627,8738,A Woman Is a Woman
1628,8743,Biggles
1629,8748,"Yesterday, Today and Tomorrow"
1630,8753,Unprecedented: The 2000 Presidential Election
1631,8754,The Prime of Miss Jean Brodie
1632,8755,My Voyage to Italy
1633,8765,This Gun for Hire
1634,8771,Terror by Night
1635,8772,The Spy Who Came In from the Cold
1636,8773,Sherlock Holmes and the Secret Weapon
1637,8774,The Woman in Green
1638,8778,Dressed to Kill
1639,8781,The Manchurian Candidate
1640,8782,Thunderbirds
1641,8783,The Village
1642,8784,Garden State
1643,8795,The Warrior
1644,8796,A Funny Thing Happened on the Way to the Forum
1645,8798,Collateral
1646,8799,Little Black Book
1647,8800,Code 46
1648,8804,Story of Women
1649,8807,Harold & Kumar Go to White Castle
1650,8808,The Princess Diaries 2: Royal Engagement
1651,8809,Danny Deckchair
1652,8810,AVP: Alien vs. Predator
1653,8813,We Don't Live Here Anymore
1654,8814,Without a Paddle
1655,8815,Exorcist: The Beginning
1656,8827,Bill Cosby: Himself
1657,8830,Anacondas: The Hunt for the Blood Orchid
1658,8831,Suspect Zero
1659,8832,Warriors of Heaven and Earth
1660,8833,Vanity Fair
1661,8835,Paparazzi
1662,8836,Wicker Park
1663,8838,Alice Doesn't Live Here Anymore
1664,8840,Who's That Knocking at My Door
1665,8844,Camera Buff
1666,8860,Cellular
1667,8861,Resident Evil: Apocalypse
1668,8864,Mr. 3000
1669,8865,Sky Captain and the World of Tomorrow
1670,8866,Wimbledon
1671,8869,First Daughter
1672,8870,Auschwitz: The Forgotten Evidence
1673,8873,The Motorcycle Diaries
1674,8874,Shaun of the Dead
1675,8875,"Come Back, Little Sheba"
1676,8879,Murder on the Orient Express
1677,8880,Mask
1678,8894,Orca
1679,8905,1492: Conquest of Paradise
1680,8906,Cannibal Holocaust
1681,8907,Shark Tale
1682,8908,Ladder 49
1683,8910,I ♥ Huckabees
1684,8911,Raise Your Voice
1685,8912,Taxi
1686,8914,Primer
1687,8915,Stage Beauty
1688,8916,Shall We Dance?
1689,8917,Team America: World Police
1690,8918,Eulogy
1691,8919,P.S.
1692,8920,The Country Girl
1693,8921,The Rose Tattoo
1694,8928,The Fearless Vampire Killers
1695,8933,The Decline of the American Empire
1696,8934,Bebe's Kids
1697,8937,Friday Night Lights
1698,8938,Tarnation
1699,8939,The Final Cut
1700,8943,Being Julia
1701,8946,Surviving Christmas
1702,8947,Ju-on: The Grudge
1703,8948,Alfie
1704,8949,Sideways
1705,8950,The Machinist
1706,8951,Vera Drake
1707,8952,Falling Angels
1708,8954,Lightning in a Bottle
1709,8955,Undertow
1710,8957,Saw
1711,8958,Ray
1712,8959,Birth
1713,8961,The Incredibles
1714,8964,Callas Forever
1715,8965,The Polar Express
1716,8966,Kinsey
1717,8967,Seed of Chucky
1718,8968,After the Sunset
1719,8969,Bridget Jones: The Edge of Reason
1720,8970,Finding Neverland
1721,8972,National Treasure
1722,8973,Bad Education
1723,8974,The SpongeBob SquarePants Movie
1724,8977,Alexander
1725,8978,Christmas with the Kranks
1726,8979,Guerrilla: The Taking of Patty Hearst
1727,8981,Closer
1728,8982,I Am David
1729,8983,House of Flying Daggers
1730,8984,Ocean's Twelve
1731,8985,Blade: Trinity
1732,8987,Bush's Brain
1733,8989,Damn Yankees
1734,8998,That's Entertainment!
1735,9004,D.A.R.Y.L.
1736,9005,Fire in the Sky
1737,9008,The Invisible Man Returns
1738,9010,Love Me If You Dare
1739,9018,Control Room
1740,25746,The Hunchback of Notre Dame
1741,25750,Sherlock Jr.
1742,25752,The Freshman
1743,25753,Greed
1744,25757,The Jazz Singer
1745,25769,"Steamboat Bill, Jr."
1746,25771,Un Chien Andalou
1747,25773,Little Caesar
1748,25782,Boudu Saved from Drowning
1749,25788,Scarface
1750,25795,Dinner at Eight
1751,25797,Gold Diggers of 1933
1752,25805,L'Atalante
1753,25825,Fury
1754,25826,Libeled Lady
1755,25827,Mr. Deeds Goes to Town
1756,25833,Camille
1757,25834,Captains Courageous
1758,25841,Stage Door
1759,25850,Holiday
1760,25855,The Roaring Twenties
1761,25856,Wuthering Heights
1762,25865,The Letter
1763,25870,Here Comes Mr. Jordan
1764,25886,Random Harvest
1765,25887,Tales of Manhattan
1766,25898,Day of Wrath
1767,25905,The Miracle of Morgan’s Creek
1768,25906,Mr. Skeffington
1769,25923,Great Expectations
1770,25927,The Stranger
1771,25937,Easter Parade
1772,25940,The Lady from Shanghai
1773,25946,The Three Musketeers
1774,25947,Unfaithfully Yours
1775,25952,A Letter to Three Wives
1776,25959,Annie Get Your Gun
1777,25962,King Solomon's Mines
1778,25963,The Young and the Damned
1779,25996,A Star Is Born
1780,25999,The Wild One
1781,26002,Mr. Arkadin
1782,26038,Teacher's Pet
1783,26048,The Human Condition II: Road to Eternity
1784,26052,Pickpocket
1785,26059,When a Woman Ascends the Stairs
1786,26073,The Human Condition III: A Soldier's Prayer
1787,26078,Advise & Consent
1788,26082,Harakiri
1789,26084,The Music Man
1790,26085,Mutiny on the Bounty
1791,26095,The Carabineers
1792,26116,"Hush... Hush, Sweet Charlotte"
1793,26122,Onibaba
1794,26124,Robinson Crusoe on Mars
1795,26131,The Battle of Algiers
1796,26133,A Charlie Brown Christmas
1797,26142,Major Dundee
1798,26147,A Thousand Clowns
1799,26150,Andrei Rublev
1800,26151,Au Hasard Balthazar
1801,26152,Batman
1802,26158,Closely Watched Trains
1803,26159,Tokyo Drifter
1804,26169,Branded to Kill
1805,26172,Point Blank
1806,26176,Titicut Follies
1807,26183,Asterix and Cleopatra
1808,26184,The Diamond Arm
1809,26195,Sympathy for the Devil
1810,26198,"Yours, Mine and Ours"
1811,26225,Claire's Knee
1812,26231,Performance
1813,26237,Zabriskie Point
1814,26242,Duel
1815,26249,They Call Me Trinity
1816,26258,El Topo
1817,26265,Dr. Phibes Rises Again
1818,26283,Charley Varrick
1819,26285,Dark Star
1820,26303,Sisters
1821,26308,Turkish Delight
1822,26313,California Split
1823,26317,Emmanuelle
1824,26322,Gone in 60 Seconds
1825,26326,The Holy Mountain
1826,26340,The Twelve Tasks of Asterix
1827,26344,French Connection II
1828,26347,"The Irony of Fate, or Enjoy Your Bath!"
1829,26350,The Passenger
1830,26357,Trilogy of Terror
1831,26359,1900
1832,26365,Futureworld
1833,26366,Harlan County U.S.A.
1834,26375,Silver Streak
1835,26386,High Anxiety
1836,26391,Women in New York
1837,26394,The Turning Point
1838,26399,The Five Venoms
1839,26401,Last Hurrah for Chivalry
1840,26409,Parts: The Clonus Horror
1841,26413,Snake in the Eagle's Shadow
1842,26422,Hair
1843,26429,Love at First Bite
1844,26444,The Hitch Hikers Guide to the Galaxy
1845,26464,Blue Thunder
1846,26467,The Day after Tomorrow at Midnight
1847,26471,Eddie Murphy: Delirious
1848,26472,El Norte
1849,26492,Twilight Zone: The Movie
1850,26498,Boy Meets Girl
1851,26504,Cloak & Dagger
1852,26523,"Silent Night, Deadly Night"
1853,26524,The Times of Harvey Milk
1854,26527,What Have I Done to Deserve This?
1855,26528,Anne of Green Gables
1856,26539,Death of a Salesman
1857,26542,Ewoks: The Battle for Endor
1858,26547,Police Story
1859,26554,The Quiet Earth
1860,26555,Spies Like Us
1861,26562,White Nights
1862,26564,'Round Midnight
1863,26567,Club Paradise
1864,26585,A Better Tomorrow
1865,26590,G.I. Joe: The Movie
1866,26593,Hell Comes to Frogtown
1867,26599,Law of Desire
1868,26603,Prince of Darkness
1869,26612,A Better Tomorrow II
1870,26622,Dominick and Eugene
1871,26629,Killer Klowns from Outer Space
1872,26630,Moonwalker
1873,26631,Alice
1874,26645,Life Is a Long Quiet River
1875,26662,Kiki's Delivery Service
1876,26676,Almost an Angel
1877,26680,Cry-Baby
1878,26681,Bullet in the Head
1879,26686,Ghost Dad
1880,26693,Let It Ride
1881,26694,Ju Dou
1882,26695,The Krays
1883,26696,Lionheart
1884,26700,Nuns on the Run
1885,26701,Patlabor: The Movie
1886,26704,State of Grace
1887,26712,35 Up
1888,26717,Begotten
1889,26726,Dutch
1890,26729,Hearts of Darkness: A Filmmaker's Apocalypse
1891,26732,Johnny Stecchino
1892,26736,Riki-Oh: The Story of Ricky
1893,26741,Mannequin Two: On the Move
1894,26743,Only Yesterday
1895,26745,Other People's Money
1896,26750,Quigley Down Under
1897,26764,Captain America
1898,26765,City Hunter
1899,26776,Porco Rosso
1900,26777,The Stolen Children
1901,26778,Ladybugs
1902,26782,The Mambo Kings
1903,26791,Shining Through
1904,26792,Sidekicks
1905,26796,A Heart in Winter
1906,26797,Visions of Light
1907,26810,Bad Boy Bubby
1908,26812,Barbarians at the Gate
1909,26819,Fortress
1910,26828,Mr. Nanny
1911,26838,The Snapper
1912,26849,Stand by Me
1913,26854,Darkman II: The Return of Durant
1914,26861,Freaked
1915,26865,Fist of Legend
1916,26870,Major League II
1917,26871,My Father the Hero
1918,26875,A Pure Formality
1919,26887,The Langoliers
1920,26900,The Last Wedding
1921,26901,Last of the Dogmen
1922,26903,Whisper of the Heart
1923,26913,Street Fighter II: The Animated Movie
1924,26928,A Summer's Tale
1925,26940,The Late Shift
1926,26947,Pusher
1927,26958,Emma
1928,26965,The Boxer
1929,26974,Gummo
1930,26985,Nirvana
1931,26999,The Lion King II: Simba's Pride
1932,27003,Beowulf
1933,27006,RKO 281
1934,27008,From Dusk Till Dawn 2: Texas Blood Money
1935,27020,Gia
1936,27022,Thursday
1937,27036,Merlin
1938,27074,Brave New World
1939,27075,Addams Family Reunion
1940,27105,Purgatory
1941,27124,Bleeder
1942,27134,Vidocq
1943,27140,Candyman: Day of the Dead
1944,27155,The Batman/Superman Movie: World's Finest
1945,27156,Neon Genesis Evangelion: The End of Evangelion
1946,27176,Style Wars
1947,27178,In July
